Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
2 Bedrooms Apartment For Rent Al Maabilah Muscat,OMR200,2,3,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130203183.html,21
2 Bedrooms Apartment For Rent Ghala Muscat,OMR285,2,2,100 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-128991158.html,21
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat",OMR700,2,3,139 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129912038.html,21
"3 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR360,3,3,120 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129376358.html,21
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR225,1,2,59 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129652867.html,21
2 Bedrooms Apartment For Rent Ghala Muscat,OMR285,2,2,100 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-128991158.html,22
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat",OMR700,2,3,139 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129912038.html,22
"3 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR360,3,3,120 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129376358.html,22
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR225,1,2,59 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129652867.html,22
"3 Bedrooms Villa For Rent in Al Khuwair, Muscat",OMR700,3,4,159 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-129980621.html,22
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR350,2,2,109 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129661550.html,22
"3 Bedroom Villa For Rent Bosher, Muscat","OMR1,250",3,4,159 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130212766.html,22
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR240,2,2,95 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129717933.html,22
5 Bedroom Villa For Rent Al Seeb Muscat,OMR475,5,6,375 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-129932157.html,22
"1 Bedroom Chalet For Rent in Barka, Al Batinah",OMR75,1,1,350 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129681786.html,22
"1 Bedroom Apartment For Rent Ghala, Muscat",OMR180,1,2,80 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-130232793.html,22
"5 Bedroom Chalet For Rent in Salalah, Dhofar",OMR85,5,7,700 Sq. M.,"Salalah, Dhofar",Other,https://www.bayut.om/en/property/details-130307558.html,22
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR250,2,2,95 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129906675.html,22
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat",OMR140,2,2,110 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129841793.html,22
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),OMR700,2,2,150 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130296325.html,22
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR650,4,4,250 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130288069.html,22
1 Bedroom Apartment For Rent Al Wadi Al Kabir Muscat,OMR215,1,1,59 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment,https://www.bayut.om/en/property/details-129673391.html,22
2 Bedroom Apartment For Rent Ghala Muscat,OMR285,2,3,109 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-129677699.html,22
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR350,2,2,159 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130306795.html,22
"3 Bedrooms Chalet For Rent in Barka, Al Batinah",OMR50,3,4,"1,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129305349.html,22
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR250,2,2,110 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130208543.html,22
"1 Bedroom Apartment For Rent Bosher, Muscat",OMR220,1,2,95 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129796423.html,22
"4 Bedroom Villa For Rent Qantab, Muscat","OMR1,300",4,5,500 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130310111.html,22
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR170,2,1,95 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-127819647.html,22
"4 Bedrooms Chalet For Rent in Qurayyat, Muscat",OMR50,4,4,"50,000 Sq. M.","Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-129932033.html,23
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR130,1,1,30 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130240383.html,23
"6 Bedrooms Villa For Rent in Qurum, Muscat","OMR1,700",6,7,467 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129749442.html,23
5bhk villa for rent near to old omantel located mwalleh 11,OMR510,5,6,350 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-128257496.html,23
"3 Bedrooms Apartment For Rent Qurum, Muscat",OMR480,3,4,122 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130218434.html,23
"6 Bedrooms Villa For Rent Muscat, Madinat As Sultan Qaboos","OMR1,450",6,8,495 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129899671.html,23
"2 Bedrooms Apartment For Rent in Ruwi, Muscat",OMR280,2,3,109 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-129732806.html,23
5 Bedrooms Villa For Rent Al Khoud Muscat,OMR450,5,6,380 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130294363.html,23
amazing villa facing the beach for rent in alhail north,OMR400,3,4,250 Sq. M.,"Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-128245137.html,23
"2 Bedrooms Apartment For Rent Al Rustaq, Al Batinah",OMR100,2,2,170 Sq. M.,"Al Rustaq, Al Batinah",Apartment,https://www.bayut.om/en/property/details-128890934.html,23
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,199",5,6,280 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130293119.html,23
"1 Bedroom Apartment For Rent in Salalah, Dhofar",OMR50,1,1,70 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-106435984.html,23
4BHK very good villa for rent located alkhoud seven,OMR450,8,9,400 Sq. M.,"Al Khoud, Muscat",Other,https://www.bayut.om/en/property/details-128257346.html,23
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"OMR1,100",2,3,146 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130289608.html,23
2 Bedrooms Apartment For Rent Ruwi Muscat,OMR125,2,2,100 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-106151386.html,23
5 Bedrooms Villa For Rent Barka Al Batinah,OMR370,5,6,300 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129171871.html,23
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR750,2,2,150 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130289520.html,23
"4 Bedroom Villa For Rent in Bosher, Muscat",OMR850,4,5,280 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129905831.html,23
"4 Bedroom Villa For Rent in Azaiba, Muscat",OMR650,4,5,300 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130284835.html,23
"3 Bedroom Villa For Rent Al Rusayl, Muscat",OMR95,3,4,300 Sq. M.,"Al Rusayl, Muscat",Villa,https://www.bayut.om/en/property/details-129792641.html,23
"2 Bedroom Apartment For Rent Muscat Hills, Muscat",OMR675,2,2,111 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130293422.html,24
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR500,2,3,130 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-128636848.html,24
"3 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat",OMR800,3,3,125 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment,https://www.bayut.om/en/property/details-130285778.html,24
"2 Bedroom Apartment For Rent in Ruwi, Muscat",OMR200,2,2,89 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130198304.html,24
1 Bedroom Apartment For Rent Al Mawaleh Muscat,OMR150,1,1,30 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-130105118.html,24
"2 Bedroom Apartment For Rent in Azaiba, Muscat",OMR400,2,3,109 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130292307.html,24
"1 Bedroom Apartment For Rent Nizwa, Al Dakhiliya",OMR160,1,1,70 Sq. M.,"Nizwa, Al Dakhiliya",Apartment,https://www.bayut.om/en/property/details-130088102.html,24
"7 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","OMR1,899",7,9,598 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130288930.html,24
2 Bedroom Apartment For Rent Al Khuwair Muscat,OMR140,2,1,140 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130304487.html,24
"3 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR325,3,2,150 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130293645.html,24
"2 Bedrooms Villa For Rent Al Wadi Al Kabir, Muscat",OMR100,2,1,"1,100 Sq. M.","Al Wadi Al Kabir, Muscat",Villa,https://www.bayut.om/en/property/details-130236218.html,24
"2 Bedroom Apartment For Rent Muscat Hills, Muscat",OMR550,2,2,80 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-128631687.html,24
"5 Bedroom Villa For Rent Al Khuwair, Muscat",OMR650,5,5,400 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-130094724.html,24
6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos - Muscat,"OMR1,700",6,8,475 Sq. M.,Madinat As Sultan Qaboos - Muscat,Villa,https://www.bayut.om/en/property/details-130180400.html,24
"2 Bedrooms Apartment For Rent Bosher, Muscat",OMR230,2,2,120 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129397957.html,24
"6 Bedrooms Villa For Rent Al Hail, Muscat",OMR480,6,7,350 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-127738453.html,24
"4 Bedroom Villa For Rent Al Seeb, Muscat",OMR520,4,5,300 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-127738462.html,24
"4 Bedroom Villa For Rent Bosher, Muscat",OMR500,4,5,300 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130263410.html,24
4 Bedrooms Villa For Rent Bosher - Muscat,OMR700,4,5,310 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130015470.html,24
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat",OMR550,2,3,120 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130262007.html,24
"3 Bedrooms Apartment For Rent Azaiba, Muscat",OMR400,3,1,80 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130014923.html,24
4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"OMR1,300",4,6,10 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129996625.html,24
5 Bedroom Villa For Rent Al Khuwair Muscat,OMR700,5,6,10 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-130089731.html,24
"4 Bedrooms Villa For Rent Qurum, Muscat",OMR500,4,4,10 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129869090.html,24
7 Bedroom Villa For Rent Qurum - Muscat,"OMR1,000",7,8,10 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130114870.html,25
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR600,1,2,10 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130231225.html,25
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",OMR250,1,1,65 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129774799.html,25
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat",OMR280,1,1,70 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129758933.html,25
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR850,4,5,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130031181.html,25
"2 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR280,2,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129256629.html,25
"3 Bedrooms Villa For Rent Al Masn'a, Al Batinah",OMR140,3,3,130 Sq. M.,"Al Masn'a, Al Batinah",Villa,https://www.bayut.om/en/property/details-130283128.html,25
"2 Bedrooms Apartment For Rent Ghala, Muscat",OMR325,2,3,115 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129593859.html,25
"3 Bedrooms Apartment For Rent Al Khoud, Muscat",OMR240,3,3,30 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129774414.html,25
"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat",OMR250,2,2,100 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-128878119.html,25
"2 Bedrooms Apartment For Rent Al Rustaq, Al Batinah",OMR120,2,2,90 Sq. M.,"Al Rustaq, Al Batinah",Apartment,https://www.bayut.om/en/property/details-129969984.html,25
"1 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR75,1,1,48 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129206649.html,25
"2 Bedrooms Apartment For Rent in Bosher, Muscat",OMR270,2,2,100 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130284996.html,25
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"OMR1,700",2,3,184 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130284855.html,25
"3 Bedrooms Apartment For Rent Ghala, Muscat",OMR300,3,3,120 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-122537995.html,25
"2 Bedroom Apartment For Rent - The Wave (Almouj), Muscat",OMR800,2,2,125 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130188340.html,25
"2 Bedrooms Apartment For Rent Azaiba, Muscat",OMR390,2,3,400 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-129604830.html,25
"3 Bedroom Villa For Rent Qurum, Muscat",OMR550,3,3,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-128637690.html,25
"2 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat",OMR650,2,3,130 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment,https://www.bayut.om/en/property/details-129273954.html,25
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,800",5,6,400 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130120253.html,25
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR700,6,5,"2,000 Sq. M.","Al Hail, Muscat",Villa,https://www.bayut.om/en/property/details-130198077.html,25
2 Bedrooms Apartment For Rent Sohar,OMR150,2,1,50 Sq. M.,"Sohar, Al Batinah",Apartment,https://www.bayut.om/en/property/details-128731516.html,25
"5 Bedroom Villa For Rent Qurum, Muscat","OMR1,200",5,6,450 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129558480.html,25
"4 Bedrooms Villa For Rent Qurum, Muscat","OMR1,800",4,5,400 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129875443.html,25
"5 Bedroom Villa For Rent Qurum, Muscat","OMR1,200",5,6,450 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129558480.html,26
"4 Bedrooms Villa For Rent Qurum, Muscat","OMR1,800",4,5,400 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129875443.html,26
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat",OMR50,2,3,120 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129620843.html,26
"4 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,300",4,6,550 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129772031.html,26
"2 Bedroom Chalet For Rent in Barka, Al Batinah",OMR60,2,6,"1,270 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-112051589.html,26
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,450",5,6,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129647055.html,26
"3 Bedroom Villa For Rent in Bosher, Muscat",OMR850,3,4,300 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129795647.html,26
"3 Bedrooms Apartment For Rent Ruwi, Muscat",OMR350,3,3,125 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130183980.html,26
"2 Bedrooms Apartment For Rent Ruwi, Muscat",OMR185,2,2,90 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130183187.html,26
"3 Bedroom Apartment For Rent Barr Al Jissah, Muscat","OMR1,600",3,4,250 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-128937265.html,26
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",OMR700,6,5,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129917326.html,26
5 Bedrooms Villa For Rent Salalah,OMR80,5,7,400 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130279988.html,26
4 Bedroom Apartment For Rent in The Wave (Almouj) Muscat,"OMR1,199",4,4,186 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-130279990.html,26
7 Bedroom Villa For Rent in Qurum Muscat,"OMR2,399",7,8,425 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130280309.html,26
"2 Bedrooms Apartment For Rent Bosher, Muscat",OMR200,2,2,120 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-127988727.html,26
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",OMR480,1,1,450 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130000407.html,26
"1 Bedroom Apartment For Rent Al Khoud, Muscat",OMR220,1,2,100 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129957999.html,26
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR400,2,2,120 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130057425.html,26
4 Bedrooms Villa For Rent Muscat (Madinat As Sultan Qaboos),OMR950,4,5,295 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129975386.html,26
2 Bedrooms Apartment For Rent Al Khuwair Muscat,OMR210,2,2,100 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-128893722.html,26
"2 Bedroom Apartment For Rent in Bosher, Muscat",OMR200,2,2,100 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-128706646.html,26
"2 Bedrooms Apartment For Rent The Wave (Almouj), Muscat",OMR675,2,2,116 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129894421.html,26
5 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"OMR1,750",5,6,462 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130035332.html,26
"4 Bedroom Villa For Rent Qurum, Muscat","OMR2,000",4,5,448 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129501297.html,26
